country,tourists,percentage,airplane,train,ship,car,month,year
Λοιπά κράτη Μ. Ανατολής,1856,0.5693,1856,0,0,0,ΦΕΒ,2014
Λοιπά κράτη Ασίας,1889,0.5796,1855,0,34,0,ΦΕΒ,2014
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΦΕΒ,2014
Νοτιοαφρικανική Ενωση,0,0.0,0,0,0,0,ΦΕΒ,2014
Λοιπά κράτη Αφρικής,955,0.293,955,0,0,0,ΦΕΒ,2014
Αργεντινή,903,0.277,903,0,0,0,ΦΕΒ,2014
Βραζιλία,0,0.0,0,0,0,0,ΦΕΒ,2014
Μεξικό,0,0.0,0,0,0,0,ΦΕΒ,2014
Η.Π.Α.,8660,2.656,8660,0,0,0,ΦΕΒ,2014
Καναδάς,234,0.07184,234,0,0,0,ΦΕΒ,2014
Λοιπά κράτη Αμερικής,1892,0.5806,1892,0,0,0,ΦΕΒ,2014
Αυστραλία,1611,0.4941,1611,0,0,0,ΦΕΒ,2014
Λοιπά κράτη Ωκεανίας,234,0.07184,234,0,0,0,ΦΕΒ,2014
Αυστρία,1968,0.431,1518,0,450,0,ΜΑΡ,2014
Βέλγιο,1691,0.3704,1590,0,100,0,ΜΑΡ,2014
Βουλγαρία,74185,16.25,2830,0,10019,61336,ΜΑΡ,2014
Γαλλία,5439,1.191,4989,0,450,0,ΜΑΡ,2014
Γερμανία,28735,6.293,23424,0,2648,2663,ΜΑΡ,2014
Δανία,2643,0.5786,2497,0,145,0,ΜΑΡ,2014
Εσθονία,1550,0.3394,834,0,0,716,ΜΑΡ,2014
Ην. Βασίλειο,29960,6.562,29095,0,865,0,ΜΑΡ,2014
Ιρλανδία,1807,0.3955,1654,0,153,0,ΜΑΡ,2014
Ισπανία,2730,0.598,2165,0,566,0,ΜΑΡ,2014
Ιταλία,11696,2.56,7746,0,3950,0,ΜΑΡ,2014
Κύπρος,31736,6.95,31274,0,462,0,ΜΑΡ,2014
Λεττονία,0,0.0,0,0,0,0,ΜΑΡ,2014
Λιθουανία,0,0.0,0,0,0,0,ΜΑΡ,2014
Λουξεμβούργο,0,0.0,0,0,0,0,ΜΑΡ,2014
Μάλτα,0,0.0,0,0,0,0,ΜΑΡ,2014
Ολλανδία,6612,1.448,6322,0,290,0,ΜΑΡ,2014
Ουγγαρία,2048,0.4485,928,0,563,557,ΜΑΡ,2014
Πολωνία,3067,0.6714,451,0,706,1909,ΜΑΡ,2014
Πορτογαλία,405,0.0888,405,0,0,0,ΜΑΡ,2014
Ρουμανία,22671,4.965,6300,0,2528,13842,ΜΑΡ,2014
Σλοβακία,217,0.04742,217,0,0,0,ΜΑΡ,2014
Σλοβενία,342,0.0749,342,0,0,0,ΜΑΡ,2014
Σουηδία,2542,0.5566,2327,0,0,215,ΜΑΡ,2014
Τσεχία,792,0.1735,0,0,235,557,ΜΑΡ,2014
Φινλανδία,1601,0.3506,1601,0,0,0,ΜΑΡ,2014
Αλβανία,37966,8.31,3254,0,0,34712,ΜΑΡ,2014
Ελβετία,2842,0.6226,2381,0,460,0,ΜΑΡ,2014
Νορβηγία,975,0.2135,975,0,0,0,ΜΑΡ,2014
Ισλανδία,172,0.03772,172,0,0,0,ΜΑΡ,2014
Ρωσία,9170,2.008,8912,0,257,0,ΜΑΡ,2014
Σερβία ,12165,2.664,2934,0,244,8987,ΜΑΡ,2014
Λοιπά Κράτη Ευρώπης,59060,12.93,1288,0,0,57772,ΜΑΡ,2014
Ιαπωνία,2858,0.626,2858,0,0,0,ΜΑΡ,2014
Ιράν,0,0.0,0,0,0,0,ΜΑΡ,2014
Ισραήλ,8078,1.769,8078,0,0,0,ΜΑΡ,2014
Κίνα,1762,0.3857,1762,0,0,0,ΜΑΡ,2014
Λίβανος - Συρία,1508,0.3303,1508,0,0,0,ΜΑΡ,2014
Ν. Κορέα,1603,0.3508,1603,0,0,0,ΜΑΡ,2014
Τουρκία,52148,11.42,4526,0,1954,45668,ΜΑΡ,2014
Λοιπά κράτη Μ. Ανατολής,2099,0.4597,2099,0,0,0,ΜΑΡ,2014
Λοιπά κράτη Ασίας,5830,1.276,5482,0,347,0,ΜΑΡ,2014
Αίγυπτος - Σουδάν,1051,0.2301,1051,0,0,0,ΜΑΡ,2014
Νοτιοαφρικανική Ενωση,587,0.1285,587,0,0,0,ΜΑΡ,2014
Λοιπά κράτη Αφρικής,973,0.213,973,0,0,0,ΜΑΡ,2014
Αργεντινή,150,0.03293,150,0,0,0,ΜΑΡ,2014
Βραζιλία,532,0.1164,532,0,0,0,ΜΑΡ,2014
Μεξικό,378,0.08276,378,0,0,0,ΜΑΡ,2014
Η.Π.Α.,13310,2.914,13310,0,0,0,ΜΑΡ,2014
Καναδάς,2235,0.4893,2235,0,0,0,ΜΑΡ,2014
Λοιπά κράτη Αμερικής,1242,0.272,1242,0,0,0,ΜΑΡ,2014
Αυστραλία,1778,0.3894,1421,0,358,0,ΜΑΡ,2014
Λοιπά κράτη Ωκεανίας,344,0.07544,344,0,0,0,ΜΑΡ,2014
Αυστρία,6082,0.8354,5538,0,544,0,ΑΠΡ,2014
Βέλγιο,12778,1.755,12285,0,493,0,ΑΠΡ,2014
Βουλγαρία,58933,8.09,331,0,5795,52807,ΑΠΡ,2014
Γαλλία,50599,6.95,49329,0,1269,0,ΑΠΡ,2014
Γερμανία,87336,12.0,75188,0,6406,5742,ΑΠΡ,2014
Δανία,2489,0.342,2118,0,372,0,ΑΠΡ,2014
Εσθονία,578,0.07935,324,0,253,0,ΑΠΡ,2014
Ην. Βασίλειο,58086,7.98,56462,0,1624,0,ΑΠΡ,2014
Ιρλανδία,780,0.1071,780,0,0,0,ΑΠΡ,2014
Ισπανία,6687,0.9185,6047,0,641,0,ΑΠΡ,2014
Ιταλία,29763,4.09,15884,0,13880,0,ΑΠΡ,2014
Κύπρος,38740,5.32,38577,0,163,0,ΑΠΡ,2014
Λεττονία,892,0.12256,151,0,0,741,ΑΠΡ,2014
Λιθουανία,294,0.0404,0,0,294,0,ΑΠΡ,2014
Λουξεμβούργο,482,0.06616,482,0,0,0,ΑΠΡ,2014
Μάλτα,578,0.07935,324,0,253,0,ΑΠΡ,2014
Ολλανδία,23896,3.283,23578,0,318,0,ΑΠΡ,2014
Ουγγαρία,1398,0.192,849,0,549,0,ΑΠΡ,2014
Πολωνία,4130,0.5674,2850,0,0,1280,ΑΠΡ,2014
Πορτογαλία,568,0.07806,568,0,0,0,ΑΠΡ,2014
Ρουμανία,19371,2.66,2796,0,1784,14791,ΑΠΡ,2014
Σλοβακία,73,0.01003,73,0,0,0,ΑΠΡ,2014
Σλοβενία,0,0.0,0,0,0,0,ΑΠΡ,2014
Σουηδία,15074,2.07,14969,0,105,0,ΑΠΡ,2014
Τσεχία,941,0.1293,217,0,725,0,ΑΠΡ,2014
Φινλανδία,2339,0.3213,2339,0,0,0,ΑΠΡ,2014
Αλβανία,49248,6.766,1799,0,0,47449,ΑΠΡ,2014
Ελβετία,13493,1.854,12268,0,1225,0,ΑΠΡ,2014
Νορβηγία,2861,0.393,2861,0,0,0,ΑΠΡ,2014
Ισλανδία,0,0.0,0,0,0,0,ΑΠΡ,2014
Ρωσία,11368,1.562,9889,0,334,1145,ΑΠΡ,2014
Σερβία ,9751,1.34,1054,0,0,8697,ΑΠΡ,2014
Λοιπά Κράτη Ευρώπης,70726,9.72,2801,0,253,67671,ΑΠΡ,2014
Ιαπωνία,3229,0.4436,3062,0,167,0,ΑΠΡ,2014
Ιράν,325,0.04465,325,0,0,0,ΑΠΡ,2014
Ισραήλ,24057,3.305,24057,0,0,0,ΑΠΡ,2014
Κίνα,6015,0.826,6015,0,0,0,ΑΠΡ,2014
Λίβανος - Συρία,2586,0.3552,2586,0,0,0,ΑΠΡ,2014
Ν. Κορέα,561,0.077,561,0,0,0,ΑΠΡ,2014
Τουρκία,52003,7.145,5414,0,3782,42807,ΑΠΡ,2014
Λοιπά κράτη Μ. Ανατολής,3417,0.4692,3417,0,0,0,ΑΠΡ,2014
Λοιπά κράτη Ασίας,7461,1.024,7461,0,0,0,ΑΠΡ,2014
Αίγυπτος - Σουδάν,1349,0.1853,1349,0,0,0,ΑΠΡ,2014
Νοτιοαφρικανική Ενωση,965,0.1326,965,0,0,0,ΑΠΡ,2014
Λοιπά κράτη Αφρικής,146,0.0201,146,0,0,0,ΑΠΡ,2014
Αργεντινή,891,0.12244,891,0,0,0,ΑΠΡ,2014
Βραζιλία,3885,0.5337,3885,0,0,0,ΑΠΡ,2014
Μεξικό,1573,0.2161,1573,0,0,0,ΑΠΡ,2014
Η.Π.Α.,26089,3.584,25415,0,674,0,ΑΠΡ,2014
Καναδάς,4537,0.623,4537,0,0,0,ΑΠΡ,2014
Λοιπά κράτη Αμερικής,1528,0.21,1275,0,253,0,ΑΠΡ,2014
Αυστραλία,4788,0.6577,4341,0,447,0,ΑΠΡ,2014
Λοιπά κράτη Ωκεανίας,1728,0.2373,649,0,1078,0,ΑΠΡ,2014
Αυστρία,18993,1.149,17390,0,643,960,ΜΑΙ,2014
Βέλγιο,45199,2.736,45089,0,110,0,ΜΑΙ,2014
Βουλγαρία,67930,4.113,240,0,9697,57994,ΜΑΙ,2014
Γαλλία,177407,10.74,174130,0,3277,0,ΜΑΙ,2014
Γερμανία,206786,12.52,197122,0,6065,3599,ΜΑΙ,2014
Δανία,13778,0.834,13589,0,189,0,ΜΑΙ,2014
Εσθονία,4272,0.2585,4272,0,0,0,ΜΑΙ,2014
Ην. Βασίλειο,175786,10.64,174341,0,1445,0,ΜΑΙ,2014
Ιρλανδία,3435,0.208,3435,0,0,0,ΜΑΙ,2014
Ισπανία,7387,0.4473,7018,0,369,0,ΜΑΙ,2014
Ιταλία,47740,2.89,39628,0,8112,0,ΜΑΙ,2014
Κύπρος,27508,1.665,27508,0,0,0,ΜΑΙ,2014
Λεττονία,2344,0.1418,2000,0,0,344,ΜΑΙ,2014
Λιθουανία,6586,0.3987,6102,0,484,0,ΜΑΙ,2014
Λουξεμβούργο,1267,0.0767,1267,0,0,0,ΜΑΙ,2014
Μάλτα,367,0.02222,367,0,0,0,ΜΑΙ,2014
Ολλανδία,80943,4.902,80444,0,499,0,ΜΑΙ,2014
Ουγγαρία,2817,0.1705,1665,0,1152,0,ΜΑΙ,2014
Πολωνία,49688,3.008,44518,0,903,4267,ΜΑΙ,2014
Πορτογαλία,581,0.03516,581,0,0,0,ΜΑΙ,2014
Ρουμανία,26123,1.582,5941,0,3455,16726,ΜΑΙ,2014
Σλοβακία,1999,0.12103,1837,0,161,0,ΜΑΙ,2014
Σλοβενία,1242,0.0752,1080,0,161,0,ΜΑΙ,2014
Σουηδία,42060,2.547,42060,0,0,0,ΜΑΙ,2014
Τσεχία,3732,0.226,2951,0,161,620,ΜΑΙ,2014
Φινλανδία,28167,1.705,28167,0,0,0,ΜΑΙ,2014
Αλβανία,40105,2.428,561,0,0,39544,ΜΑΙ,2014
Ελβετία,28609,1.732,27259,0,1350,0,ΜΑΙ,2014
Νορβηγία,34247,2.074,34247,0,0,0,ΜΑΙ,2014
Ισλανδία,0,0.0,0,0,0,0,ΜΑΙ,2014
Ρωσία,108758,6.586,106759,0,1379,620,ΜΑΙ,2014
Σερβία ,17534,1.062,3897,0,235,13402,ΜΑΙ,2014
Λοιπά Κράτη Ευρώπης,155703,9.43,12952,0,1763,140988,ΜΑΙ,2014
Ιαπωνία,2328,0.141,2328,0,0,0,ΜΑΙ,2014
Ιράν,0,0.0,0,0,0,0,ΜΑΙ,2014
Ισραήλ,7829,0.4739,7829,0,0,0,ΜΑΙ,2014
Κίνα,6412,0.3882,5720,0,692,0,ΜΑΙ,2014
Λίβανος - Συρία,1128,0.0683,1128,0,0,0,ΜΑΙ,2014
Ν. Κορέα,954,0.05777,954,0,0,0,ΜΑΙ,2014
Τουρκία,84192,5.098,4318,0,1976,77897,ΜΑΙ,2014
Λοιπά κράτη Μ. Ανατολής,4171,0.2524,4171,0,0,0,ΜΑΙ,2014
Λοιπά κράτη Ασίας,4984,0.3018,4749,0,235,0,ΜΑΙ,2014
Αίγυπτος - Σουδάν,0,0.0,0,0,0,0,ΜΑΙ,2014
Νοτιοαφρικανική Ενωση,1529,0.0926,1529,0,0,0,ΜΑΙ,2014
Λοιπά κράτη Αφρικής,563,0.0341,563,0,0,0,ΜΑΙ,2014
Αργεντινή,4948,0.2996,4948,0,0,0,ΜΑΙ,2014
Βραζιλία,4033,0.2441,4033,0,0,0,ΜΑΙ,2014
Μεξικό,3139,0.1901,3139,0,0,0,ΜΑΙ,2014
Η.Π.Α.,65726,3.979,64663,0,1063,0,ΜΑΙ,2014
Καναδάς,16542,1.002,15850,0,692,0,ΜΑΙ,2014
Λοιπά κράτη Αμερικής,4058,0.2457,4058,0,0,0,ΜΑΙ,2014
Αυστραλία,6395,0.3872,6395,0,0,0,ΜΑΙ,2014
Λοιπά κράτη Ωκεανίας,536,0.03247,536,0,0,0,ΜΑΙ,2014
Αυστρία,37842,1.403,36850,0,992,0,ΙΟΥΝ,2014
Βέλγιο,60757,2.252,59749,0,1008,0,ΙΟΥΝ,2014
Βουλγαρία,78107,2.896,710,0,7235,70161,ΙΟΥΝ,2014
Γαλλία,165519,6.137,162574,0,2945,0,ΙΟΥΝ,2014
Γερμανία,337811,12.52,314482,18,8647,14665,ΙΟΥΝ,2014
Δανία,27996,1.038,27996,0,0,0,ΙΟΥΝ,2014
Εσθονία,4322,0.1603,4322,0,0,0,ΙΟΥΝ,2014
Ην. Βασίλειο,388485,14.4,386462,0,2023,0,ΙΟΥΝ,2014
Ιρλανδία,13337,0.4944,13337,0,0,0,ΙΟΥΝ,2014
Ισπανία,16916,0.627,16406,0,509,0,ΙΟΥΝ,2014
Ιταλία,66204,2.455,57364,0,8839,0,ΙΟΥΝ,2014
Κύπρος,46673,1.73,46464,0,209,0,ΙΟΥΝ,2014
Λεττονία,6484,0.2404,6088,0,0,396,ΙΟΥΝ,2014
Λιθουανία,7254,0.2688,5890,0,473,891,ΙΟΥΝ,2014
Λουξεμβούργο,2148,0.0796,2062,0,86,0,ΙΟΥΝ,2014
Μάλτα,0,0.0,0,0,0,0,ΙΟΥΝ,2014
Ολλανδία,90959,3.371,89021,0,1938,0,ΙΟΥΝ,2014
Ουγγαρία,3486,0.1293,2859,0,627,0,ΙΟΥΝ,2014
Πολωνία,70499,2.613,65106,0,840,4552,ΙΟΥΝ,2014
Πορτογαλία,3297,0.1222,3297,0,0,0,ΙΟΥΝ,2014
Ρουμανία,37047,1.373,6174,4,2369,28499,ΙΟΥΝ,2014
Σλοβακία,1247,0.04623,1247,0,0,0,ΙΟΥΝ,2014
Σλοβενία,1222,0.0453,1222,0,0,0,ΙΟΥΝ,2014
Σουηδία,57352,2.127,57352,0,0,0,ΙΟΥΝ,2014
Τσεχία,80085,2.969,77638,3,627,1817,ΙΟΥΝ,2014
Φινλανδία,25200,0.934,25115,0,86,0,ΙΟΥΝ,2014
Αλβανία,44817,1.661,899,0,0,43918,ΙΟΥΝ,2014
Ελβετία,45392,1.683,42483,0,2909,0,ΙΟΥΝ,2014
Νορβηγία,49758,1.845,49758,0,0,0,ΙΟΥΝ,2014
Ισλανδία,957,0.03546,957,0,0,0,ΙΟΥΝ,2014
Ρωσία,236473,8.766,233197,0,209,3068,ΙΟΥΝ,2014
Λοιπά Κράτη Ευρώπης,271452,10.06,32254,313,1451,237434,ΙΟΥΝ,2014
Ιαπωνία,2694,0.09985,2694,0,0,0,ΙΟΥΝ,2014
Ιράν,0,0.0,0,0,0,0,ΙΟΥΝ,2014
Ισραήλ,31472,1.167,31472,0,0,0,ΙΟΥΝ,2014
Κίνα,5956,0.2208,5956,0,0,0,ΙΟΥΝ,2014
Λίβανος - Συρία,2960,0.10974,2960,0,0,0,ΙΟΥΝ,2014
Ν. Κορέα,932,0.03455,932,0,0,0,ΙΟΥΝ,2014
Τουρκία,67926,2.518,6643,0,4812,56471,ΙΟΥΝ,2014
Λοιπά κράτη Μ. Ανατολής,5947,0.2205,6413,0,0,0,ΙΟΥΝ,2014
Λοιπά κράτη Ασίας,9980,0.3699,8883,0,630,0,ΙΟΥΝ,2014
Αυστρία,67208,1.592,59445,7,3411,4345,ΙΟΥΛ,2014
Βέλγιο,104493,2.475,103454,0,1039,0,ΙΟΥΛ,2014
Βουλγαρία,156224,3.7,583,137,5643,149861,ΙΟΥΛ,2014
Γαλλία,254378,6.023,249971,0,4407,0,ΙΟΥΛ,2014
Γερμανία,331351,7.848,281935,60,11337,38018,ΙΟΥΛ,2014
Δανία,79932,1.893,79839,0,93,0,ΙΟΥΛ,2014
Εσθονία,4969,0.1177,4969,0,0,0,ΙΟΥΛ,2014
Ην. Βασίλειο,316113,7.484,309469,7,2293,4345,ΙΟΥΛ,2014
Ιρλανδία,13122,0.3108,12899,0,223,0,ΙΟΥΛ,2014
Ισπανία,20595,0.4878,20320,0,275,0,ΙΟΥΛ,2014
Ιταλία,232234,5.5,206275,0,25959,0,ΙΟΥΛ,2014
Κροατία (1),2422,0.05734,1951,0,471,0,ΙΟΥΛ,2014
Κύπρος,62464,1.4795,60233,2,235,1994,ΙΟΥΛ,2014
Λεττονία,5773,0.1367,5537,0,235,0,ΙΟΥΛ,2014
Λιθουανία,10999,0.2605,10999,0,0,0,ΙΟΥΛ,2014
Λουξεμβούργο,670,0.01587,670,0,0,0,ΙΟΥΛ,2014
Μάλτα,1812,0.0429,1812,0,0,0,ΙΟΥΛ,2014
Ολλανδία,130477,3.09,126102,0,2412,1963,ΙΟΥΛ,2014
Ουγγαρία,18501,0.438,15207,2,1012,2279,ΙΟΥΛ,2014
Πολωνία,149169,3.533,140786,6,2110,6267,ΙΟΥΛ,2014
Πορτογαλία,2177,0.05154,1954,0,223,0,ΙΟΥΛ,2014
Ρουμανία,118643,2.809,12050,104,2100,104390,ΙΟΥΛ,2014
Σλοβακία,17196,0.4072,17196,0,0,0,ΙΟΥΛ,2014
Σλοβενία,4228,0.1001,2107,0,2121,0,ΙΟΥΛ,2014
Σουηδία,54489,1.29,53411,0,1078,0,ΙΟΥΛ,2014
Τσεχία,98126,2.324,94431,2,1413,2279,ΙΟΥΛ,2014
Φινλανδία,29287,0.6934,29287,0,0,0,ΙΟΥΛ,2014
Αλβανία,45818,1.085,1745,0,437,43636,ΙΟΥΛ,2014
Ελβετία,62415,1.478,59005,0,3409,0,ΙΟΥΛ,2014
Νορβηγία,44961,1.064,44728,0,233,0,ΙΟΥΛ,2014
Ισλανδία,0,0.0,0,0,0,0,ΙΟΥΛ,2014
Ρωσία,293755,6.957,280036,10,2598,11111,ΙΟΥΛ,2014
Σερβία ,339655,8.05,2028,492,0,337135,ΙΟΥΛ,2014
Λοιπά Κράτη Ευρώπης,655579,15.52,54018,870,222,600469,ΙΟΥΛ,2014
Ιαπωνία,597,0.014145,597,0,0,0,ΙΟΥΛ,2014
Ιράν,0,0.0,0,0,0,0,ΙΟΥΛ,2014
Ισραήλ,17794,0.4214,17794,0,0,0,ΙΟΥΛ,2014
Κίνα,3657,0.0866,3657,0,0,0,ΙΟΥΛ,2014
Λίβανος - Συρία,5053,0.1196,5053,0,0,0,ΙΟΥΛ,2014
Ν. Κορέα,1450,0.03433,1075,0,375,0,ΙΟΥΛ,2014
Τουρκία,251973,5.97,14857,2,4220,232893,ΙΟΥΛ,2014
Λοιπά κράτη Μ. Ανατολής,7156,0.1694,7156,0,0,0,ΙΟΥΛ,2014
Λοιπά κράτη Ασίας,10497,0.2485,5935,4,0,4558,ΙΟΥΛ,2014
Αίγυπτος - Σουδάν,392,0.00928,392,0,0,0,ΙΟΥΛ,2014
Νοτιοαφρικανική Ενωση,4050,0.0959,4050,0,0,0,ΙΟΥΛ,2014
Λοιπά κράτη Αφρικής,530,0.01256,530,0,0,0,ΙΟΥΛ,2014
Αργεντινή,2373,0.05618,2289,0,84,0,ΙΟΥΛ,2014
Βραζιλία,11465,0.2715,11465,0,0,0,ΙΟΥΛ,2014
Μεξικό,3830,0.0907,3438,0,392,0,ΙΟΥΛ,2014
Η.Π.Α.,90433,2.14,89773,0,660,0,ΙΟΥΛ,2014
Καναδάς,19026,0.4504,18859,0,168,0,ΙΟΥΛ,2014
Λοιπά κράτη Αμερικής,9729,0.2303,9354,0,375,0,ΙΟΥΛ,2014
Αυστραλία,48840,1.156,47357,0,1483,0,ΙΟΥΛ,2014
Λοιπά κράτη Ωκεανίας,4795,0.1135,4795,0,0,0,ΙΟΥΛ,2014
Αυστρία,58574,1.206,57253,0,1321,0,ΑΥΓ,2014
Βέλγιο,91422,1.883,89014,0,2408,0,ΑΥΓ,2014
Βουλγαρία,210772,4.34,4043,197,3484,203048,ΑΥΓ,2014
Γαλλία,388076,7.992,372550,0,15526,0,ΑΥΓ,2014
Γερμανία,447730,9.22,351092,128,21817,74693,ΑΥΓ,2014
Δανία,43906,0.9043,43398,0,508,0,ΑΥΓ,2014
Εσθονία,4247,0.08746,4247,0,0,0,ΑΥΓ,2014
Ην. Βασίλειο,422064,8.69,420665,0,1399,0,ΑΥΓ,2014
Ιρλανδία,17941,0.3694,17941,0,0,0,ΑΥΓ,2014
Ισπανία,34681,0.7144,34034,0,648,0,ΑΥΓ,2014
Ιταλία,414971,8.55,304199,0,110772,0,ΑΥΓ,2014
Κροατία (1),5291,0.10895,628,7,362,4293,ΑΥΓ,2014
Κύπρος,57264,1.179,57264,0,0,0,ΑΥΓ,2014
Λεττονία,7203,0.1483,3696,3,0,3504,ΑΥΓ,2014
Λιθουανία,8011,0.1649,8011,0,0,0,ΑΥΓ,2014
Λουξεμβούργο,6519,0.1343,6519,0,0,0,ΑΥΓ,2014
Μάλτα,0,0.0,0,0,0,0,ΑΥΓ,2014
Ολλανδία,130246,2.682,128108,0,2138,0,ΑΥΓ,2014
Ουγγαρία,27524,0.567,27139,0,385,0,ΑΥΓ,2014
Πολωνία,158903,3.271,158557,0,346,0,ΑΥΓ,2014
Πορτογαλία,103,0.002129,0,0,103,0,ΑΥΓ,2014
Ρουμανία,113795,2.344,22078,90,2596,89031,ΑΥΓ,2014
Σλοβακία,24410,0.5024,22378,0,2032,0,ΑΥΓ,2014
Σλοβενία,2785,0.05734,2785,0,0,0,ΑΥΓ,2014
Σουηδία,76904,1.584,72213,7,391,4293,ΑΥΓ,2014
Τσεχία,74496,1.534,71307,3,0,3186,ΑΥΓ,2014
Φινλανδία,27603,0.5684,27603,0,0,0,ΑΥΓ,2014
Αλβανία,53630,1.1045,3014,3,0,50613,ΑΥΓ,2014
Ελβετία,74161,1.527,60253,0,13908,0,ΑΥΓ,2014
Νορβηγία,61739,1.271,61739,0,0,0,ΑΥΓ,2014
Ισλανδία,1024,0.02109,1024,0,0,0,ΑΥΓ,2014
Ρωσία,252003,5.188,243292,6,2334,6371,ΑΥΓ,2014
Λοιπά Κράτη Ευρώπης,875665,18.03,35442,1364,1194,837665,ΑΥΓ,2014
Ιαπωνία,2961,0.06097,2961,0,0,0,ΑΥΓ,2014
Ιράν,0,0.0,0,0,0,0,ΑΥΓ,2014
Ισραήλ,32421,0.6675,30827,2,0,1593,ΑΥΓ,2014
Κίνα,4086,0.0841,4086,0,0,0,ΑΥΓ,2014
Λίβανος - Συρία,6017,0.1239,6017,0,0,0,ΑΥΓ,2014
Ν. Κορέα,2951,0.06076,2951,0,0,0,ΑΥΓ,2014
Τουρκία,113668,2.34,10689,3,1908,101068,ΑΥΓ,2014
Λοιπά κράτη Μ. Ανατολής,4112,0.08466,4112,0,0,0,ΑΥΓ,2014
Λοιπά κράτη Ασίας,11164,0.2299,11164,0,0,0,ΑΥΓ,2014
Αίγυπτος - Σουδάν,1077,0.02217,1077,0,0,0,ΑΥΓ,2014
Νοτιοαφρικανική Ενωση,2338,0.04816,2338,0,0,0,ΑΥΓ,2014
Λοιπά κράτη Αφρικής,4096,0.08435,3261,0,835,0,ΑΥΓ,2014
Αργεντινή,6910,0.1423,6910,0,0,0,ΑΥΓ,2014
Βραζιλία,8285,0.1707,7450,0,835,0,ΑΥΓ,2014
Μεξικό,1631,0.0336,1631,0,0,0,ΑΥΓ,2014
Η.Π.Α.,92777,1.91,90752,2,430,1593,ΑΥΓ,2014
Καναδάς,27447,0.565,27145,0,302,0,ΑΥΓ,2014
Λοιπά κράτη Αμερικής,5524,0.1138,5524,0,0,0,ΑΥΓ,2014
Αυστραλία,31156,0.6416,30899,0,257,0,ΑΥΓ,2014
Λοιπά κράτη Ωκεανίας,4104,0.0845,3983,0,121,0,ΑΥΓ,2014
Αυστρία,58288,1.6,56323,0,1965,0,ΣΕΠΤ,2014
Βέλγιο,59289,1.627,58287,0,1001,0,ΣΕΠΤ,2014
Βουλγαρία,290083,7.96,1200,241,10453,278188,ΣΕΠΤ,2014
Γαλλία,261057,7.164,253825,0,7231,0,ΣΕΠΤ,2014
Γερμανία,532639,14.62,404562,162,25923,101992,ΣΕΠΤ,2014
Δανία,38952,1.069,32642,10,218,6082,ΣΕΠΤ,2014
Εσθονία,6674,0.1832,6674,0,0,0,ΣΕΠΤ,2014
Ην. Βασίλειο,373589,10.25,365798,8,2714,5068,ΣΕΠΤ,2014
Ιρλανδία,9751,0.2676,9751,0,0,0,ΣΕΠΤ,2014
Ισπανία,13478,0.3699,12477,0,1001,0,ΣΕΠΤ,2014
Ιταλία,157013,4.31,127538,0,29475,0,ΣΕΠΤ,2014
Κροατία (1),1281,0.03516,1281,0,0,0,ΣΕΠΤ,2014
Κύπρος,46855,1.286,46855,0,0,0,ΣΕΠΤ,2014
Λεττονία,4522,0.1241,4522,0,0,0,ΣΕΠΤ,2014
Λιθουανία,19909,0.5464,19909,0,0,0,ΣΕΠΤ,2014
Λουξεμβούργο,4871,0.1337,4871,0,0,0,ΣΕΠΤ,2014
Μάλτα,811,0.02226,811,0,0,0,ΣΕΠΤ,2014
Ολλανδία,89522,2.457,87861,0,1660,0,ΣΕΠΤ,2014
Ουγγαρία,23199,0.6367,20592,3,958,1646,ΣΕΠΤ,2014
Πολωνία,106697,2.928,100554,5,556,5582,ΣΕΠΤ,2014
Πορτογαλία,3072,0.0843,2623,0,449,0,ΣΕΠΤ,2014
Ρουμανία,92695,2.545,13672,67,2044,76913,ΣΕΠΤ,2014
Σλοβακία,14327,0.3933,14327,0,0,0,ΣΕΠΤ,2014
Σλοβενία,15739,0.432,15476,0,263,0,ΣΕΠΤ,2014
Σουηδία,52685,1.446,52461,0,225,0,ΣΕΠΤ,2014
Τσεχία,61886,1.698,61407,0,479,0,ΣΕΠΤ,2014
Φινλανδία,23081,0.6333,22961,0,120,0,ΣΕΠΤ,2014
Αλβανία,46502,1.276,1271,4,0,45227,ΣΕΠΤ,2014
Ελβετία,62337,1.711,56667,0,5669,0,ΣΕΠΤ,2014
Νορβηγία,39487,1.084,39487,0,0,0,ΣΕΠΤ,2014
Ισλανδία,1140,0.0313,1140,0,0,0,ΣΕΠΤ,2014
Ρωσία,235477,6.46,226844,7,253,8374,ΣΕΠΤ,2014
Λοιπά Κράτη Ευρώπης,459679,12.62,29717,624,455,428883,ΣΕΠΤ,2014
Ιαπωνία,1153,0.03165,1153,0,0,0,ΣΕΠΤ,2014
Ιράν,0,0.0,0,0,0,0,ΣΕΠΤ,2014
Ισραήλ,33921,0.931,31748,2,0,2171,ΣΕΠΤ,2014
Κίνα,4385,0.12036,4385,0,0,0,ΣΕΠΤ,2014
Λίβανος - Συρία,2198,0.06033,2006,0,192,0,ΣΕΠΤ,2014
Ν. Κορέα,427,0.01173,427,0,0,0,ΣΕΠΤ,2014
Τουρκία,78077,2.143,3098,0,4616,70363,ΣΕΠΤ,2014
Λοιπά κράτη Μ. Ανατολής,1706,0.04684,1706,0,0,0,ΣΕΠΤ,2014
